Name	VotesAllowed	NumberElected	NumberRunoff	IsPartisan	Office	PrimaryParty
PA House District 159 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 159	Green Party
PA House District 160 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 160	Green Party
PA House District 161 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 161	Green Party
PA House District 162 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 162	Green Party
PA House District 163 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 163	Green Party
PA House District 164 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 164	Green Party
PA House District 165 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 165	Green Party
PA House District 166 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 166	Green Party
PA House District 167 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 167	Green Party
PA House District 168 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 168	Green Party
PA House District 169 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 169	Green Party
PA House District 170 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 170	Green Party
PA House District 171 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 171	Green Party
PA House District 172 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 172	Green Party
PA House District 173 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 173	Green Party
PA House District 174 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 174	Green Party
PA House District 175 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 175	Green Party
PA House District 176 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 176	Green Party
PA House District 177 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 177	Green Party
PA House District 178 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 178	Green Party
PA House District 179 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 179	Green Party
PA House District 180 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 180	Green Party
PA House District 181 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 181	Green Party
PA House District 182 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 182	Green Party
PA House District 183 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 183	Green Party
PA House District 184 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 184	Green Party
PA House District 185 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 185	Green Party
PA House District 186 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 186	Green Party
PA House District 187 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 187	Green Party
PA House District 188 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 188	Green Party
PA House District 189 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 189	Green Party
PA House District 190 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 190	Green Party
PA House District 191 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 191	Green Party
PA House District 192 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 192	Green Party
PA House District 193 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 193	Green Party
PA House District 194 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 194	Green Party
PA House District 195 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 195	Green Party
PA House District 196 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 196	Green Party
PA House District 197 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 197	Green Party
PA House District 198 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 198	Green Party
PA House District 199 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 199	Green Party
PA House District 200 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 200	Green Party
PA House District 201 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 201	Green Party
PA House District 202 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 202	Green Party
PA House District 203 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA House District 203	Green Party
PA Senate District 1 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 1	Green Party
PA Senate District 2 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 2	Green Party
PA Senate District 3 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 3	Green Party
PA Senate District 4 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 4	Green Party
PA Senate District 5 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 5	Green Party
PA Senate District 6 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 6	Green Party
PA Senate District 7 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 7	Green Party
PA Senate District 8 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 8	Green Party
PA Senate District 9 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 9	Green Party
PA Senate District 10 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 10	Green Party
PA Senate District 11 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 11	Green Party
PA Senate District 12 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 12	Green Party
PA Senate District 13 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 13	Green Party
PA Senate District 14 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 14	Green Party
PA Senate District 15 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 15	Green Party
PA Senate District 16 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 16	Green Party
PA Senate District 17 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 17	Green Party
PA Senate District 18 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 18	Green Party
PA Senate District 19 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 19	Green Party
PA Senate District 20 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 20	Green Party
PA Senate District 21 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 21	Green Party
PA Senate District 22 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 22	Green Party
PA Senate District 23 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 23	Green Party
PA Senate District 24 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 24	Green Party
PA Senate District 25 (Independent Party Primary) (Green Party Primary)	1	1	0	True	PA Senate District 25	Green Party
US Senate PA (Independent Party Primary) (Green Party Primary)	1	1	0	True	US Senate PA	Green Party
PA Governor (No Affiliation Primary) (Green Party Primary)	1	1	0	True	PA Governor	Green Party
US House PA District 1 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 1	Green Party
US House PA District 2 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 2	Green Party
US House PA District 3 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 3	Green Party
US House PA District 4 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 4	Green Party
US House PA District 5 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 5	Green Party
US House PA District 6 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 6	Green Party
US House PA District 7 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 7	Green Party
US House PA District 8 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 8	Green Party
US House PA District 9 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 9	Green Party
US House PA District 10 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 10	Green Party
US House PA District 11 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 11	Green Party
US House PA District 12 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 12	Green Party
US House PA District 13 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 13	Green Party
US House PA District 14 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 14	Green Party
US House PA District 15 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 15	Green Party
US House PA District 16 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 16	Green Party
US House PA District 17 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 17	Green Party
US House PA District 18 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	US House PA District 18	Green Party
PA House District 1 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	PA House District 1	Green Party
PA House District 2 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	PA House District 2	Green Party
PA House District 3 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	PA House District 3	Green Party
PA House District 4 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	PA House District 4	Green Party
PA House District 5 (No Affiliation Primary) (Green Party Primary)	1	1	0	True	PA House District 5	Green Party
